,path,label
25,/content/drive/MyDrive/Bosch/New Dataset/00003/00026_00021.jpg,3
26,/content/drive/MyDrive/Bosch/New Dataset/00003/00025_00029.jpg,3
27,/content/drive/MyDrive/Bosch/New Dataset/00003/00019_00002.jpg,3
28,/content/drive/MyDrive/Bosch/New Dataset/00003/00028_00017.jpg,3
29,/content/drive/MyDrive/Bosch/New Dataset/00003/00024_00016.jpg,3
30,/content/drive/MyDrive/Bosch/New Dataset/00003/00019_00021.jpg,3
31,/content/drive/MyDrive/Bosch/New Dataset/00003/00021_00004.jpg,3
32,/content/drive/MyDrive/Bosch/New Dataset/00003/00031_00010.jpg,3
33,/content/drive/MyDrive/Bosch/New Dataset/00003/00022_00008.jpg,3
34,/content/drive/MyDrive/Bosch/New Dataset/00003/00028_00020.jpg,3
35,/content/drive/MyDrive/Bosch/New Dataset/00003/00030_00027.jpg,3
36,/content/drive/MyDrive/Bosch/New Dataset/00003/00029_00011.jpg,3
37,/content/drive/MyDrive/Bosch/New Dataset/00003/00023_00002.jpg,3
38,/content/drive/MyDrive/Bosch/New Dataset/00003/00024_00004.jpg,3
39,/content/drive/MyDrive/Bosch/New Dataset/00003/00022_00001.jpg,3
40,/content/drive/MyDrive/Bosch/New Dataset/00003/00020_00022.jpg,3
41,/content/drive/MyDrive/Bosch/New Dataset/00003/00019_00015.jpg,3
42,/content/drive/MyDrive/Bosch/New Dataset/00003/00019_00003.jpg,3
43,/content/drive/MyDrive/Bosch/New Dataset/00003/00027_00002.jpg,3
44,/content/drive/MyDrive/Bosch/New Dataset/00003/00023_00012.jpg,3
45,/content/drive/MyDrive/Bosch/New Dataset/00003/00031_00014.jpg,3
46,/content/drive/MyDrive/Bosch/New Dataset/00003/00021_00022.jpg,3
47,/content/drive/MyDrive/Bosch/New Dataset/00003/00022_00007.jpg,3
48,/content/drive/MyDrive/Bosch/New Dataset/00003/00018_00027.jpg,3
49,/content/drive/MyDrive/Bosch/New Dataset/00003/00019_00019.jpg,3
50,/content/drive/MyDrive/Bosch/New Dataset/00003/00022_00004.jpg,3
51,/content/drive/MyDrive/Bosch/New Dataset/00003/00023_00017.jpg,3
52,/content/drive/MyDrive/Bosch/New Dataset/00003/00025_00001.jpg,3
53,/content/drive/MyDrive/Bosch/New Dataset/00003/00018_00028.jpg,3
54,/content/drive/MyDrive/Bosch/New Dataset/00003/00029_00019.jpg,3
55,/content/drive/MyDrive/Bosch/New Dataset/00003/00023_00029.jpg,3
56,/content/drive/MyDrive/Bosch/New Dataset/00003/00026_00009.jpg,3
57,/content/drive/MyDrive/Bosch/New Dataset/00003/00028_00005.jpg,3
58,/content/drive/MyDrive/Bosch/New Dataset/00003/00027_00007.jpg,3
59,/content/drive/MyDrive/Bosch/New Dataset/00003/00025_00006.jpg,3
60,/content/drive/MyDrive/Bosch/New Dataset/00003/00031_00020.jpg,3
61,/content/drive/MyDrive/Bosch/New Dataset/00003/00020_00006.jpg,3
62,/content/drive/MyDrive/Bosch/New Dataset/00003/00023_00013.jpg,3
63,/content/drive/MyDrive/Bosch/New Dataset/00003/00018_00025.jpg,3
64,/content/drive/MyDrive/Bosch/New Dataset/00003/00019_00029.jpg,3
65,/content/drive/MyDrive/Bosch/New Dataset/00003/00027_00000.jpg,3
66,/content/drive/MyDrive/Bosch/New Dataset/00003/00030_00026.jpg,3
67,/content/drive/MyDrive/Bosch/New Dataset/00003/00019_00004.jpg,3
68,/content/drive/MyDrive/Bosch/New Dataset/00003/00031_00009.jpg,3
69,/content/drive/MyDrive/Bosch/New Dataset/00003/00023_00019.jpg,3
70,/content/drive/MyDrive/Bosch/New Dataset/00003/00030_00025.jpg,3
71,/content/drive/MyDrive/Bosch/New Dataset/00003/00019_00022.jpg,3
72,/content/drive/MyDrive/Bosch/New Dataset/00003/00029_00013.jpg,3
73,/content/drive/MyDrive/Bosch/New Dataset/00003/00028_00021.jpg,3
74,/content/drive/MyDrive/Bosch/New Dataset/00003/00019_00010.jpg,3
75,/content/drive/MyDrive/Bosch/New Dataset/00003/00031_00018.jpg,3
76,/content/drive/MyDrive/Bosch/New Dataset/00003/00023_00014.jpg,3
77,/content/drive/MyDrive/Bosch/New Dataset/00003/00025_00004.jpg,3
78,/content/drive/MyDrive/Bosch/New Dataset/00003/00026_00017.jpg,3
79,/content/drive/MyDrive/Bosch/New Dataset/00003/00029_00029.jpg,3
80,/content/drive/MyDrive/Bosch/New Dataset/00003/00031_00011.jpg,3
81,/content/drive/MyDrive/Bosch/New Dataset/00003/00028_00016.jpg,3
82,/content/drive/MyDrive/Bosch/New Dataset/00003/00021_00020.jpg,3
83,/content/drive/MyDrive/Bosch/New Dataset/00003/00028_00023.jpg,3
84,/content/drive/MyDrive/Bosch/New Dataset/00003/00022_00028.jpg,3
85,/content/drive/MyDrive/Bosch/New Dataset/00003/00029_00001.jpg,3
86,/content/drive/MyDrive/Bosch/New Dataset/00003/00018_00024.jpg,3
87,/content/drive/MyDrive/Bosch/New Dataset/00003/00018_00005.jpg,3
88,/content/drive/MyDrive/Bosch/New Dataset/00003/00028_00004.jpg,3
89,/content/drive/MyDrive/Bosch/New Dataset/00003/00030_00022.jpg,3
90,/content/drive/MyDrive/Bosch/New Dataset/00003/00021_00023.jpg,3
91,/content/drive/MyDrive/Bosch/New Dataset/00003/00027_00024.jpg,3
92,/content/drive/MyDrive/Bosch/New Dataset/00003/00030_00017.jpg,3
93,/content/drive/MyDrive/Bosch/New Dataset/00003/00022_00003.jpg,3
94,/content/drive/MyDrive/Bosch/New Dataset/00003/00025_00022.jpg,3
95,/content/drive/MyDrive/Bosch/New Dataset/00003/00026_00020.jpg,3
96,/content/drive/MyDrive/Bosch/New Dataset/00003/00023_00028.jpg,3
97,/content/drive/MyDrive/Bosch/New Dataset/00003/00028_00015.jpg,3
98,/content/drive/MyDrive/Bosch/New Dataset/00003/00018_00013.jpg,3
99,/content/drive/MyDrive/Bosch/New Dataset/00003/00021_00017.jpg,3
100,/content/drive/MyDrive/Bosch/New Dataset/00003/00029_00006.jpg,3
101,/content/drive/MyDrive/Bosch/New Dataset/00003/00027_00017.jpg,3
102,/content/drive/MyDrive/Bosch/New Dataset/00003/00022_00010.jpg,3
103,/content/drive/MyDrive/Bosch/New Dataset/00003/00022_00011.jpg,3
104,/content/drive/MyDrive/Bosch/New Dataset/00003/00029_00003.jpg,3
105,/content/drive/MyDrive/Bosch/New Dataset/00003/00025_00000.jpg,3
106,/content/drive/MyDrive/Bosch/New Dataset/00003/00025_00002.jpg,3
107,/content/drive/MyDrive/Bosch/New Dataset/00003/00021_00021.jpg,3
108,/content/drive/MyDrive/Bosch/New Dataset/00003/00029_00002.jpg,3
109,/content/drive/MyDrive/Bosch/New Dataset/00003/00023_00021.jpg,3
110,/content/drive/MyDrive/Bosch/New Dataset/00003/00030_00019.jpg,3
111,/content/drive/MyDrive/Bosch/New Dataset/00003/00021_00007.jpg,3
112,/content/drive/MyDrive/Bosch/New Dataset/00003/00025_00009.jpg,3
113,/content/drive/MyDrive/Bosch/New Dataset/00003/00023_00022.jpg,3
114,/content/drive/MyDrive/Bosch/New Dataset/00003/00023_00018.jpg,3
115,/content/drive/MyDrive/Bosch/New Dataset/00003/00022_00016.jpg,3
116,/content/drive/MyDrive/Bosch/New Dataset/00003/00025_00003.jpg,3
117,/content/drive/MyDrive/Bosch/New Dataset/00003/00023_00023.jpg,3
118,/content/drive/MyDrive/Bosch/New Dataset/00003/00020_00011.jpg,3
119,/content/drive/MyDrive/Bosch/New Dataset/00003/00031_00016.jpg,3
120,/content/drive/MyDrive/Bosch/New Dataset/00003/00031_00026.jpg,3
121,/content/drive/MyDrive/Bosch/New Dataset/00003/00027_00004.jpg,3
122,/content/drive/MyDrive/Bosch/New Dataset/00003/00029_00017.jpg,3
123,/content/drive/MyDrive/Bosch/New Dataset/00003/00031_00025.jpg,3
124,/content/drive/MyDrive/Bosch/New Dataset/00003/00024_00014.jpg,3
125,/content/drive/MyDrive/Bosch/New Dataset/00003/00023_00001.jpg,3
126,/content/drive/MyDrive/Bosch/New Dataset/00003/00022_00020.jpg,3
127,/content/drive/MyDrive/Bosch/New Dataset/00003/00031_00012.jpg,3
128,/content/drive/MyDrive/Bosch/New Dataset/00003/00024_00021.jpg,3
129,/content/drive/MyDrive/Bosch/New Dataset/00003/00022_00019.jpg,3
130,/content/drive/MyDrive/Bosch/New Dataset/00003/00027_00009.jpg,3
131,/content/drive/MyDrive/Bosch/New Dataset/00003/00030_00003.jpg,3
132,/content/drive/MyDrive/Bosch/New Dataset/00003/00031_00008.jpg,3
133,/content/drive/MyDrive/Bosch/New Dataset/00003/00026_00029.jpg,3
134,/content/drive/MyDrive/Bosch/New Dataset/00003/00031_00000.jpg,3
135,/content/drive/MyDrive/Bosch/New Dataset/00003/00024_00011.jpg,3
136,/content/drive/MyDrive/Bosch/New Dataset/00003/00022_00005.jpg,3
137,/content/drive/MyDrive/Bosch/New Dataset/00003/00027_00006.jpg,3
138,/content/drive/MyDrive/Bosch/New Dataset/00003/00038_00000.jpg,3
139,/content/drive/MyDrive/Bosch/New Dataset/00003/00035_00021.jpg,3
140,/content/drive/MyDrive/Bosch/New Dataset/00003/00037_00027.jpg,3
141,/content/drive/MyDrive/Bosch/New Dataset/00003/00034_00016.jpg,3
142,/content/drive/MyDrive/Bosch/New Dataset/00003/00036_00004.jpg,3
143,/content/drive/MyDrive/Bosch/New Dataset/00003/00041_00014.jpg,3
144,/content/drive/MyDrive/Bosch/New Dataset/00003/00037_00016.jpg,3
145,/content/drive/MyDrive/Bosch/New Dataset/00003/00039_00004.jpg,3
146,/content/drive/MyDrive/Bosch/New Dataset/00003/00039_00001.jpg,3
147,/content/drive/MyDrive/Bosch/New Dataset/00003/00042_00029.jpg,3
148,/content/drive/MyDrive/Bosch/New Dataset/00003/00034_00014.jpg,3
149,/content/drive/MyDrive/Bosch/New Dataset/00003/00038_00005.jpg,3
150,/content/drive/MyDrive/Bosch/New Dataset/00003/00034_00012.jpg,3
151,/content/drive/MyDrive/Bosch/New Dataset/00003/00043_00001.jpg,3
152,/content/drive/MyDrive/Bosch/New Dataset/00003/00041_00017.jpg,3
153,/content/drive/MyDrive/Bosch/New Dataset/00003/00034_00002.jpg,3
154,/content/drive/MyDrive/Bosch/New Dataset/00003/00035_00020.jpg,3
155,/content/drive/MyDrive/Bosch/New Dataset/00003/00035_00019.jpg,3
156,/content/drive/MyDrive/Bosch/New Dataset/00003/00034_00018.jpg,3
157,/content/drive/MyDrive/Bosch/New Dataset/00003/00032_00001.jpg,3
158,/content/drive/MyDrive/Bosch/New Dataset/00003/00041_00003.jpg,3
159,/content/drive/MyDrive/Bosch/New Dataset/00003/00032_00012.jpg,3
160,/content/drive/MyDrive/Bosch/New Dataset/00003/00044_00007.jpg,3
161,/content/drive/MyDrive/Bosch/New Dataset/00003/00034_00020.jpg,3
162,/content/drive/MyDrive/Bosch/New Dataset/00003/00037_00023.jpg,3
163,/content/drive/MyDrive/Bosch/New Dataset/00003/00039_00018.jpg,3
164,/content/drive/MyDrive/Bosch/New Dataset/00003/00041_00019.jpg,3
165,/content/drive/MyDrive/Bosch/New Dataset/00003/00034_00000.jpg,3
166,/content/drive/MyDrive/Bosch/New Dataset/00003/00035_00016.jpg,3
167,/content/drive/MyDrive/Bosch/New Dataset/00003/00040_00019.jpg,3
168,/content/drive/MyDrive/Bosch/New Dataset/00003/00040_00026.jpg,3
169,/content/drive/MyDrive/Bosch/New Dataset/00003/00042_00002.jpg,3
170,/content/drive/MyDrive/Bosch/New Dataset/00003/00042_00005.jpg,3
171,/content/drive/MyDrive/Bosch/New Dataset/00003/00036_00010.jpg,3
172,/content/drive/MyDrive/Bosch/New Dataset/00003/00033_00010.jpg,3
173,/content/drive/MyDrive/Bosch/New Dataset/00003/00038_00020.jpg,3
174,/content/drive/MyDrive/Bosch/New Dataset/00003/00034_00001.jpg,3
175,/content/drive/MyDrive/Bosch/New Dataset/00003/00043_00016.jpg,3
176,/content/drive/MyDrive/Bosch/New Dataset/00003/00037_00012.jpg,3
177,/content/drive/MyDrive/Bosch/New Dataset/00003/00036_00008.jpg,3
178,/content/drive/MyDrive/Bosch/New Dataset/00003/00042_00021.jpg,3
179,/content/drive/MyDrive/Bosch/New Dataset/00003/00038_00008.jpg,3
180,/content/drive/MyDrive/Bosch/New Dataset/00003/00042_00027.jpg,3
181,/content/drive/MyDrive/Bosch/New Dataset/00003/00044_00021.jpg,3
182,/content/drive/MyDrive/Bosch/New Dataset/00003/00035_00009.jpg,3
183,/content/drive/MyDrive/Bosch/New Dataset/00003/00034_00019.jpg,3
184,/content/drive/MyDrive/Bosch/New Dataset/00003/00042_00026.jpg,3
185,/content/drive/MyDrive/Bosch/New Dataset/00003/00032_00009.jpg,3
186,/content/drive/MyDrive/Bosch/New Dataset/00003/00032_00011.jpg,3
187,/content/drive/MyDrive/Bosch/New Dataset/00003/00032_00005.jpg,3
188,/content/drive/MyDrive/Bosch/New Dataset/00003/00036_00000.jpg,3
189,/content/drive/MyDrive/Bosch/New Dataset/00003/00037_00009.jpg,3
190,/content/drive/MyDrive/Bosch/New Dataset/00003/00036_00018.jpg,3
191,/content/drive/MyDrive/Bosch/New Dataset/00003/00036_00027.jpg,3
192,/content/drive/MyDrive/Bosch/New Dataset/00003/00043_00020.jpg,3
193,/content/drive/MyDrive/Bosch/New Dataset/00003/00037_00001.jpg,3
194,/content/drive/MyDrive/Bosch/New Dataset/00003/00032_00025.jpg,3
195,/content/drive/MyDrive/Bosch/New Dataset/00003/00032_00029.jpg,3
196,/content/drive/MyDrive/Bosch/New Dataset/00003/00033_00017.jpg,3
197,/content/drive/MyDrive/Bosch/New Dataset/00003/00039_00025.jpg,3
198,/content/drive/MyDrive/Bosch/New Dataset/00003/00044_00012.jpg,3
199,/content/drive/MyDrive/Bosch/New Dataset/00003/00033_00026.jpg,3
200,/content/drive/MyDrive/Bosch/New Dataset/00003/00042_00025.jpg,3
201,/content/drive/MyDrive/Bosch/New Dataset/00003/00035_00012.jpg,3
202,/content/drive/MyDrive/Bosch/New Dataset/00003/00043_00021.jpg,3
203,/content/drive/MyDrive/Bosch/New Dataset/00003/00032_00014.jpg,3
204,/content/drive/MyDrive/Bosch/New Dataset/00003/00036_00014.jpg,3
205,/content/drive/MyDrive/Bosch/New Dataset/00003/00039_00003.jpg,3
206,/content/drive/MyDrive/Bosch/New Dataset/00003/00041_00002.jpg,3
207,/content/drive/MyDrive/Bosch/New Dataset/00003/00038_00002.jpg,3
208,/content/drive/MyDrive/Bosch/New Dataset/00003/00039_00008.jpg,3
209,/content/drive/MyDrive/Bosch/New Dataset/00003/00032_00018.jpg,3
210,/content/drive/MyDrive/Bosch/New Dataset/00003/00039_00002.jpg,3
211,/content/drive/MyDrive/Bosch/New Dataset/00003/00042_00003.jpg,3
212,/content/drive/MyDrive/Bosch/New Dataset/00003/00038_00016.jpg,3
213,/content/drive/MyDrive/Bosch/New Dataset/00003/00038_00029.jpg,3
214,/content/drive/MyDrive/Bosch/New Dataset/00003/00034_00005.jpg,3
215,/content/drive/MyDrive/Bosch/New Dataset/00003/00038_00023.jpg,3
216,/content/drive/MyDrive/Bosch/New Dataset/00003/00035_00004.jpg,3
217,/content/drive/MyDrive/Bosch/New Dataset/00003/00043_00007.jpg,3
218,/content/drive/MyDrive/Bosch/New Dataset/00003/00035_00015.jpg,3
219,/content/drive/MyDrive/Bosch/New Dataset/00003/00036_00026.jpg,3
220,/content/drive/MyDrive/Bosch/New Dataset/00003/00043_00022.jpg,3
221,/content/drive/MyDrive/Bosch/New Dataset/00003/00043_00019.jpg,3
222,/content/drive/MyDrive/Bosch/New Dataset/00003/00033_00024.jpg,3
223,/content/drive/MyDrive/Bosch/New Dataset/00003/00039_00029.jpg,3
224,/content/drive/MyDrive/Bosch/New Dataset/00003/00040_00010.jpg,3
225,/content/drive/MyDrive/Bosch/New Dataset/00003/00038_00014.jpg,3
226,/content/drive/MyDrive/Bosch/New Dataset/00003/00042_00019.jpg,3
227,/content/drive/MyDrive/Bosch/New Dataset/00003/00035_00027.jpg,3
228,/content/drive/MyDrive/Bosch/New Dataset/00003/00041_00029.jpg,3
229,/content/drive/MyDrive/Bosch/New Dataset/00003/00039_00007.jpg,3
230,/content/drive/MyDrive/Bosch/New Dataset/00003/00041_00024.jpg,3
231,/content/drive/MyDrive/Bosch/New Dataset/00003/00038_00015.jpg,3
232,/content/drive/MyDrive/Bosch/New Dataset/00003/00036_00017.jpg,3
233,/content/drive/MyDrive/Bosch/New Dataset/00003/00037_00029.jpg,3
234,/content/drive/MyDrive/Bosch/New Dataset/00003/00044_00002.jpg,3
235,/content/drive/MyDrive/Bosch/New Dataset/00003/00033_00003.jpg,3
236,/content/drive/MyDrive/Bosch/New Dataset/00003/00040_00015.jpg,3
237,/content/drive/MyDrive/Bosch/New Dataset/00003/00044_00029.jpg,3
238,/content/drive/MyDrive/Bosch/New Dataset/00003/00043_00003.jpg,3
239,/content/drive/MyDrive/Bosch/New Dataset/00003/00037_00025.jpg,3
240,/content/drive/MyDrive/Bosch/New Dataset/00003/00034_00007.jpg,3
241,/content/drive/MyDrive/Bosch/New Dataset/00003/00040_00013.jpg,3
242,/content/drive/MyDrive/Bosch/New Dataset/00003/00043_00015.jpg,3
243,/content/drive/MyDrive/Bosch/New Dataset/00003/00043_00018.jpg,3
244,/content/drive/MyDrive/Bosch/New Dataset/00003/00033_00021.jpg,3
245,/content/drive/MyDrive/Bosch/New Dataset/00003/00042_00022.jpg,3
246,/content/drive/MyDrive/Bosch/New Dataset/00003/00044_00011.jpg,3
247,/content/drive/MyDrive/Bosch/New Dataset/00003/00040_00000.jpg,3
248,/content/drive/MyDrive/Bosch/New Dataset/00003/00040_00011.jpg,3
249,/content/drive/MyDrive/Bosch/New Dataset/00003/00041_00016.jpg,3
250,/content/drive/MyDrive/Bosch/New Dataset/00003/00039_00017.jpg,3
251,/content/drive/MyDrive/Bosch/New Dataset/00003/00034_00011.jpg,3
252,/content/drive/MyDrive/Bosch/New Dataset/00003/00043_00027.jpg,3
253,/content/drive/MyDrive/Bosch/New Dataset/00003/00043_00006.jpg,3
254,/content/drive/MyDrive/Bosch/New Dataset/00003/00033_00001.jpg,3
255,/content/drive/MyDrive/Bosch/New Dataset/00003/00042_00023.jpg,3
256,/content/drive/MyDrive/Bosch/New Dataset/00003/00038_00027.jpg,3
257,/content/drive/MyDrive/Bosch/New Dataset/00003/00032_00023.jpg,3
258,/content/drive/MyDrive/Bosch/New Dataset/00003/00045_00002.jpg,3
259,/content/drive/MyDrive/Bosch/New Dataset/00003/00034_00015.jpg,3
260,/content/drive/MyDrive/Bosch/New Dataset/00003/00036_00021.jpg,3
261,/content/drive/MyDrive/Bosch/New Dataset/00003/00034_00004.jpg,3
262,/content/drive/MyDrive/Bosch/New Dataset/00003/00039_00021.jpg,3
263,/content/drive/MyDrive/Bosch/New Dataset/00003/00040_00005.jpg,3
264,/content/drive/MyDrive/Bosch/New Dataset/00003/00037_00024.jpg,3
265,/content/drive/MyDrive/Bosch/New Dataset/00003/00045_00004.jpg,3
266,/content/drive/MyDrive/Bosch/New Dataset/00003/00037_00014.jpg,3
267,/content/drive/MyDrive/Bosch/New Dataset/00003/00041_00004.jpg,3
268,/content/drive/MyDrive/Bosch/New Dataset/00003/00032_00000.jpg,3
269,/content/drive/MyDrive/Bosch/New Dataset/00003/00037_00013.jpg,3
270,/content/drive/MyDrive/Bosch/New Dataset/00003/00041_00021.jpg,3
271,/content/drive/MyDrive/Bosch/New Dataset/00003/00032_00007.jpg,3
272,/content/drive/MyDrive/Bosch/New Dataset/00003/00036_00024.jpg,3
273,/content/drive/MyDrive/Bosch/New Dataset/00003/00036_00003.jpg,3
274,/content/drive/MyDrive/Bosch/New Dataset/00003/00035_00000.jpg,3
275,/content/drive/MyDrive/Bosch/New Dataset/00003/00035_00029.jpg,3
276,/content/drive/MyDrive/Bosch/New Dataset/00003/00033_00015.jpg,3
277,/content/drive/MyDrive/Bosch/New Dataset/00003/00033_00029.jpg,3
278,/content/drive/MyDrive/Bosch/New Dataset/00003/00039_00016.jpg,3
279,/content/drive/MyDrive/Bosch/New Dataset/00003/00035_00018.jpg,3
280,/content/drive/MyDrive/Bosch/New Dataset/00003/00042_00016.jpg,3
281,/content/drive/MyDrive/Bosch/New Dataset/00003/00044_00022.jpg,3
282,/content/drive/MyDrive/Bosch/New Dataset/00003/00042_00013.jpg,3
283,/content/drive/MyDrive/Bosch/New Dataset/00003/00037_00007.jpg,3
284,/content/drive/MyDrive/Bosch/New Dataset/00003/00040_00004.jpg,3
285,/content/drive/MyDrive/Bosch/New Dataset/00003/00036_00022.jpg,3
286,/content/drive/MyDrive/Bosch/New Dataset/00003/00034_00023.jpg,3
287,/content/drive/MyDrive/Bosch/New Dataset/00003/00036_00013.jpg,3
288,/content/drive/MyDrive/Bosch/New Dataset/00003/00037_00006.jpg,3
289,/content/drive/MyDrive/Bosch/New Dataset/00003/00039_00012.jpg,3
290,/content/drive/MyDrive/Bosch/New Dataset/00003/00042_00008.jpg,3
291,/content/drive/MyDrive/Bosch/New Dataset/00003/00033_00023.jpg,3
292,/content/drive/MyDrive/Bosch/New Dataset/00003/00035_00017.jpg,3
293,/content/drive/MyDrive/Bosch/New Dataset/00003/00044_00015.jpg,3
294,/content/drive/MyDrive/Bosch/New Dataset/00003/00043_00029.jpg,3
295,/content/drive/MyDrive/Bosch/New Dataset/00003/00044_00017.jpg,3
296,/content/drive/MyDrive/Bosch/New Dataset/00003/00032_00028.jpg,3
297,/content/drive/MyDrive/Bosch/New Dataset/00003/00041_00000.jpg,3
298,/content/drive/MyDrive/Bosch/New Dataset/00003/00043_00000.jpg,3
299,/content/drive/MyDrive/Bosch/New Dataset/00003/00040_00018.jpg,3
300,/content/drive/MyDrive/Bosch/New Dataset/00003/00032_00004.jpg,3
301,/content/drive/MyDrive/Bosch/New Dataset/00003/00036_00001.jpg,3
302,/content/drive/MyDrive/Bosch/New Dataset/00003/00036_00016.jpg,3
303,/content/drive/MyDrive/Bosch/New Dataset/00003/00040_00006.jpg,3
304,/content/drive/MyDrive/Bosch/New Dataset/00003/00041_00022.jpg,3
305,/content/drive/MyDrive/Bosch/New Dataset/00003/00039_00019.jpg,3
306,/content/drive/MyDrive/Bosch/New Dataset/00003/00032_00008.jpg,3
307,/content/drive/MyDrive/Bosch/New Dataset/00003/00042_00020.jpg,3
308,/content/drive/MyDrive/Bosch/New Dataset/00003/00036_00011.jpg,3
309,/content/drive/MyDrive/Bosch/New Dataset/00003/00041_00012.jpg,3
310,/content/drive/MyDrive/Bosch/New Dataset/00003/00039_00024.jpg,3
311,/content/drive/MyDrive/Bosch/New Dataset/00003/00041_00001.jpg,3
312,/content/drive/MyDrive/Bosch/New Dataset/00003/00041_00010.jpg,3
313,/content/drive/MyDrive/Bosch/New Dataset/00003/00035_00028.jpg,3
314,/content/drive/MyDrive/Bosch/New Dataset/00003/00043_00026.jpg,3
315,/content/drive/MyDrive/Bosch/New Dataset/00003/00035_00025.jpg,3
316,/content/drive/MyDrive/Bosch/New Dataset/00003/00035_00024.jpg,3
317,/content/drive/MyDrive/Bosch/New Dataset/00003/00042_00009.jpg,3
318,/content/drive/MyDrive/Bosch/New Dataset/00003/00045_00001.jpg,3
319,/content/drive/MyDrive/Bosch/New Dataset/00003/00044_00024.jpg,3
320,/content/drive/MyDrive/Bosch/New Dataset/00003/00032_00020.jpg,3
321,/content/drive/MyDrive/Bosch/New Dataset/00003/00037_00017.jpg,3
322,/content/drive/MyDrive/Bosch/New Dataset/00003/00033_00005.jpg,3
323,/content/drive/MyDrive/Bosch/New Dataset/00003/00042_00007.jpg,3
324,/content/drive/MyDrive/Bosch/New Dataset/00003/00037_00005.jpg,3
325,/content/drive/MyDrive/Bosch/New Dataset/00003/00037_00022.jpg,3
326,/content/drive/MyDrive/Bosch/New Dataset/00003/00044_00009.jpg,3
327,/content/drive/MyDrive/Bosch/New Dataset/00003/00045_00018.jpg,3
328,/content/drive/MyDrive/Bosch/New Dataset/00003/00039_00013.jpg,3
329,/content/drive/MyDrive/Bosch/New Dataset/00003/00033_00000.jpg,3
330,/content/drive/MyDrive/Bosch/New Dataset/00003/00035_00003.jpg,3
331,/content/drive/MyDrive/Bosch/New Dataset/00003/00043_00024.jpg,3
332,/content/drive/MyDrive/Bosch/New Dataset/00003/00038_00001.jpg,3
333,/content/drive/MyDrive/Bosch/New Dataset/00003/00045_00014.jpg,3
334,/content/drive/MyDrive/Bosch/New Dataset/00003/00044_00028.jpg,3
335,/content/drive/MyDrive/Bosch/New Dataset/00003/00044_00010.jpg,3
336,/content/drive/MyDrive/Bosch/New Dataset/00003/00038_00004.jpg,3
337,/content/drive/MyDrive/Bosch/New Dataset/00003/00038_00010.jpg,3
338,/content/drive/MyDrive/Bosch/New Dataset/00003/00039_00020.jpg,3
339,/content/drive/MyDrive/Bosch/New Dataset/00003/00043_00002.jpg,3
340,/content/drive/MyDrive/Bosch/New Dataset/00003/00037_00003.jpg,3
341,/content/drive/MyDrive/Bosch/New Dataset/00003/00035_00007.jpg,3
342,/content/drive/MyDrive/Bosch/New Dataset/00003/00033_00007.jpg,3
343,/content/drive/MyDrive/Bosch/New Dataset/00003/00041_00026.jpg,3
344,/content/drive/MyDrive/Bosch/New Dataset/00003/00035_00008.jpg,3
345,/content/drive/MyDrive/Bosch/New Dataset/00003/00042_00006.jpg,3
346,/content/drive/MyDrive/Bosch/New Dataset/00003/00033_00019.jpg,3
347,/content/drive/MyDrive/Bosch/New Dataset/00003/00044_00020.jpg,3
348,/content/drive/MyDrive/Bosch/New Dataset/00003/00042_00015.jpg,3
