,Unnamed: 0,path,label
39948,39948,/content/drive/MyDrive/Bosch/New Dataset/00045/2020_0213_153817_007 0207_0.jpg,45
33759,33759,/content/drive/MyDrive/Bosch/New Dataset/00038/00057_00007.jpg,38
41162,41162,/content/drive/MyDrive/Bosch/New Dataset/00047/2020_0213_161248_008 0410_0.jpg,47
35732,35732,/content/drive/MyDrive/Bosch/New Dataset/00017/00003_00016.jpg,17
18658,18658,/content/drive/MyDrive/Bosch/New Dataset/00001/00023_00014.jpg,1
38422,38422,/content/drive/MyDrive/Bosch/New Dataset/00020/00010_00013.jpg,20
20283,20283,/content/drive/MyDrive/Bosch/New Dataset/00001/00013_00028.jpg,1
24861,24861,/content/drive/MyDrive/Bosch/New Dataset/00025/00034_00004.jpg,25
34881,34881,/content/drive/MyDrive/Bosch/New Dataset/00039/00009_00020.jpg,39
4510,4510,/content/drive/MyDrive/Bosch/New Dataset/00004/00042_00016.jpg,4
6434,6434,/content/drive/MyDrive/Bosch/New Dataset/00007/00007_00016.jpg,7
32888,32888,/content/drive/MyDrive/Bosch/New Dataset/00038/00037_00007.jpg,38
30978,30978,/content/drive/MyDrive/Bosch/New Dataset/00035/00030_00008.jpg,35
38233,38233,/content/drive/MyDrive/Bosch/New Dataset/00020/00007_00008.jpg,20
12781,12781,/content/drive/MyDrive/Bosch/New Dataset/00011/00001_00004.jpg,11
33734,33734,/content/drive/MyDrive/Bosch/New Dataset/00038/00059_00011.jpg,38
38837,38837,/content/drive/MyDrive/Bosch/New Dataset/00022/00000_00005.jpg,22
32307,32307,/content/drive/MyDrive/Bosch/New Dataset/00038/00015_00025.jpg,38
14953,14953,/content/drive/MyDrive/Bosch/New Dataset/00012/00060_00023.jpg,12
29291,29291,/content/drive/MyDrive/Bosch/New Dataset/00033/00011_00026.jpg,33
10719,10719,/content/drive/MyDrive/Bosch/New Dataset/00010/00041_00012.jpg,10
20977,20977,/content/drive/MyDrive/Bosch/New Dataset/00015/00013_00007.jpg,15
12224,12224,/content/drive/MyDrive/Bosch/New Dataset/00011/00028_00003.jpg,11
37696,37696,/content/drive/MyDrive/Bosch/New Dataset/00018/00009_00015.jpg,18
18981,18981,/content/drive/MyDrive/Bosch/New Dataset/00001/00037_00028.jpg,1
861,861,/content/drive/MyDrive/Bosch/New Dataset/00003/00016_00013.jpg,3
40804,40804,/content/drive/MyDrive/Bosch/New Dataset/00046/054_0016.png,46
11613,11613,/content/drive/MyDrive/Bosch/New Dataset/00010/00046_00008.jpg,10
6361,6361,/content/drive/MyDrive/Bosch/New Dataset/00007/00008_00020.jpg,7
767,767,/content/drive/MyDrive/Bosch/New Dataset/00003/00010_00018.jpg,3
39919,39919,/content/drive/MyDrive/Bosch/New Dataset/00045/2020_0413_162855_009 0400_0.jpg,45
41478,41478,/content/drive/MyDrive/Bosch/New Dataset/00047/01485_00000.jpg,47
32864,32864,/content/drive/MyDrive/Bosch/New Dataset/00038/00025_00026.jpg,38
5457,5457,/content/drive/MyDrive/Bosch/New Dataset/00006/00007_00002.jpg,6
9694,9694,/content/drive/MyDrive/Bosch/New Dataset/00009/00019_00002.jpg,9
17780,17780,/content/drive/MyDrive/Bosch/New Dataset/00014/00004_00015.jpg,14
31721,31721,/content/drive/MyDrive/Bosch/New Dataset/00036/00000_00019.jpg,36
12986,12986,/content/drive/MyDrive/Bosch/New Dataset/00011/00019_00008.jpg,11
14797,14797,/content/drive/MyDrive/Bosch/New Dataset/00012/00055_00007.jpg,12
31111,31111,/content/drive/MyDrive/Bosch/New Dataset/00035/00035_00016.jpg,35
8229,8229,/content/drive/MyDrive/Bosch/New Dataset/00008/00031_00014.jpg,8
29130,29130,/content/drive/MyDrive/Bosch/New Dataset/00033/00002_00001.jpg,33
21197,21197,/content/drive/MyDrive/Bosch/New Dataset/00015/00019_00006.jpg,15
13224,13224,/content/drive/MyDrive/Bosch/New Dataset/00011/00012_00012.jpg,11
33142,33142,/content/drive/MyDrive/Bosch/New Dataset/00038/00042_00016.jpg,38
40700,40700,/content/drive/MyDrive/Bosch/New Dataset/00046/00122_00002.jpg,46
32163,32163,/content/drive/MyDrive/Bosch/New Dataset/00038/00000_00027.jpg,38
39953,39953,/content/drive/MyDrive/Bosch/New Dataset/00045/2020_0621_105156_019 51_0.jpg,45
14725,14725,/content/drive/MyDrive/Bosch/New Dataset/00012/00048_00023.jpg,12
25582,25582,/content/drive/MyDrive/Bosch/New Dataset/00025/00012_00015.jpg,25
23261,23261,/content/drive/MyDrive/Bosch/New Dataset/00002/00025_00007.jpg,2
21544,21544,/content/drive/MyDrive/Bosch/New Dataset/00002/00013_00000.jpg,2
40370,40370,/content/drive/MyDrive/Bosch/New Dataset/00046/2019_0905_182313_001 0301_0.jpg,46
33507,33507,/content/drive/MyDrive/Bosch/New Dataset/00038/00067_00021.jpg,38
2261,2261,/content/drive/MyDrive/Bosch/New Dataset/00005/00039_00021.jpg,5
16576,16576,/content/drive/MyDrive/Bosch/New Dataset/00013/00058_00016.jpg,13
18062,18062,/content/drive/MyDrive/Bosch/New Dataset/00014/00012_00004.jpg,14
26859,26859,/content/drive/MyDrive/Bosch/New Dataset/00028/00000_00009.jpg,28
3950,3950,/content/drive/MyDrive/Bosch/New Dataset/00004/00021_00006.jpg,4
17605,17605,/content/drive/MyDrive/Bosch/New Dataset/00014/00000_00007.jpg,14
5754,5754,/content/drive/MyDrive/Bosch/New Dataset/00007/00035_00028.jpg,7
15980,15980,/content/drive/MyDrive/Bosch/New Dataset/00013/00041_00024.jpg,13
20303,20303,/content/drive/MyDrive/Bosch/New Dataset/00001/00018_00024.jpg,1
33266,33266,/content/drive/MyDrive/Bosch/New Dataset/00038/00046_00008.jpg,38
16310,16310,/content/drive/MyDrive/Bosch/New Dataset/00013/00005_00001.jpg,13
24044,24044,/content/drive/MyDrive/Bosch/New Dataset/00023/00014_00010.jpg,23
30052,30052,/content/drive/MyDrive/Bosch/New Dataset/00034/00009_00026.jpg,34
14628,14628,/content/drive/MyDrive/Bosch/New Dataset/00012/00049_00029.jpg,12
22843,22843,/content/drive/MyDrive/Bosch/New Dataset/00002/00061_00005.jpg,2
26872,26872,/content/drive/MyDrive/Bosch/New Dataset/00028/00003_00000.jpg,28
9367,9367,/content/drive/MyDrive/Bosch/New Dataset/00009/00009_00015.jpg,9
36548,36548,/content/drive/MyDrive/Bosch/New Dataset/00017/00007_00002.jpg,17
27371,27371,/content/drive/MyDrive/Bosch/New Dataset/00029/00005_00013.jpg,29
35122,35122,/content/drive/MyDrive/Bosch/New Dataset/00042/00005_00027.jpg,42
27303,27303,/content/drive/MyDrive/Bosch/New Dataset/00028/00015_00025.jpg,28
10335,10335,/content/drive/MyDrive/Bosch/New Dataset/00010/00003_00006.jpg,10
1434,1434,/content/drive/MyDrive/Bosch/New Dataset/00005/00056_00014.jpg,5
3197,3197,/content/drive/MyDrive/Bosch/New Dataset/00005/00048_00004.jpg,5
13395,13395,/content/drive/MyDrive/Bosch/New Dataset/00012/00003_00018.jpg,12
25640,25640,/content/drive/MyDrive/Bosch/New Dataset/00025/00021_00024.jpg,25
32973,32973,/content/drive/MyDrive/Bosch/New Dataset/00038/00011_00006.jpg,38
29359,29359,/content/drive/MyDrive/Bosch/New Dataset/00033/00009_00000.jpg,33
22011,22011,/content/drive/MyDrive/Bosch/New Dataset/00002/00035_00000.jpg,2
1307,1307,/content/drive/MyDrive/Bosch/New Dataset/00003/00025_00013.jpg,3
1290,1290,/content/drive/MyDrive/Bosch/New Dataset/00003/00018_00015.jpg,3
11357,11357,/content/drive/MyDrive/Bosch/New Dataset/00010/00049_00000.jpg,10
25708,25708,/content/drive/MyDrive/Bosch/New Dataset/00025/00018_00009.jpg,25
22277,22277,/content/drive/MyDrive/Bosch/New Dataset/00002/00005_00009.jpg,2
40377,40377,/content/drive/MyDrive/Bosch/New Dataset/00046/2020_0215_110207_010 332_0.jpg,46
39980,39980,/content/drive/MyDrive/Bosch/New Dataset/00045/2020_0621_105156_019 58_0.jpg,45
17671,17671,/content/drive/MyDrive/Bosch/New Dataset/00014/00000_00022.jpg,14
33728,33728,/content/drive/MyDrive/Bosch/New Dataset/00038/00068_00029.jpg,38
11520,11520,/content/drive/MyDrive/Bosch/New Dataset/00010/00053_00004.jpg,10
1669,1669,/content/drive/MyDrive/Bosch/New Dataset/00005/00004_00008.jpg,5
2512,2512,/content/drive/MyDrive/Bosch/New Dataset/00005/00033_00015.jpg,5
16763,16763,/content/drive/MyDrive/Bosch/New Dataset/00013/00059_00022.jpg,13
26639,26639,/content/drive/MyDrive/Bosch/New Dataset/00026/00019_00018.jpg,26
10075,10075,/content/drive/MyDrive/Bosch/New Dataset/00010/00012_00017.jpg,10
139,139,/content/drive/MyDrive/Bosch/New Dataset/00003/00035_00021.jpg,3
13568,13568,/content/drive/MyDrive/Bosch/New Dataset/00012/00014_00028.jpg,12
2424,2424,/content/drive/MyDrive/Bosch/New Dataset/00005/00036_00000.jpg,5
31084,31084,/content/drive/MyDrive/Bosch/New Dataset/00035/00037_00006.jpg,35
19875,19875,/content/drive/MyDrive/Bosch/New Dataset/00001/00052_00025.jpg,1
14980,14980,/content/drive/MyDrive/Bosch/New Dataset/00012/00066_00017.jpg,12
31072,31072,/content/drive/MyDrive/Bosch/New Dataset/00035/00034_00026.jpg,35
41441,41441,/content/drive/MyDrive/Bosch/New Dataset/00047/01139_00002.jpg,47
39512,39512,/content/drive/MyDrive/Bosch/New Dataset/00043/2020_0229_081851_017 345_0.jpg,43
32266,32266,/content/drive/MyDrive/Bosch/New Dataset/00038/00014_00012.jpg,38
34061,34061,/content/drive/MyDrive/Bosch/New Dataset/00041/00005_00021.jpg,41
25354,25354,/content/drive/MyDrive/Bosch/New Dataset/00025/00002_00015.jpg,25
13435,13435,/content/drive/MyDrive/Bosch/New Dataset/00012/00002_00019.jpg,12
33942,33942,/content/drive/MyDrive/Bosch/New Dataset/00038/00011_00029.jpg,38
37848,37848,/content/drive/MyDrive/Bosch/New Dataset/00018/00004_00007.jpg,18
20831,20831,/content/drive/MyDrive/Bosch/New Dataset/00015/00012_00015.jpg,15
39261,39261,/content/drive/MyDrive/Bosch/New Dataset/00043/2020_0321_094429_005 0188_0.jpg,43
24716,24716,/content/drive/MyDrive/Bosch/New Dataset/00025/00036_00012.jpg,25
4351,4351,/content/drive/MyDrive/Bosch/New Dataset/00004/00032_00003.jpg,4
14056,14056,/content/drive/MyDrive/Bosch/New Dataset/00012/00029_00004.jpg,12
29591,29591,/content/drive/MyDrive/Bosch/New Dataset/00033/00017_00010.jpg,33
24448,24448,/content/drive/MyDrive/Bosch/New Dataset/00024/00006_00018.jpg,24
9861,9861,/content/drive/MyDrive/Bosch/New Dataset/00009/00022_00025.jpg,9
36518,36518,/content/drive/MyDrive/Bosch/New Dataset/00017/00012_00011.jpg,17
26657,26657,/content/drive/MyDrive/Bosch/New Dataset/00026/00017_00017.jpg,26
11512,11512,/content/drive/MyDrive/Bosch/New Dataset/00010/00053_00011.jpg,10
32767,32767,/content/drive/MyDrive/Bosch/New Dataset/00038/00042_00027.jpg,38
5116,5116,/content/drive/MyDrive/Bosch/New Dataset/00004/00052_00002.jpg,4
17674,17674,/content/drive/MyDrive/Bosch/New Dataset/00014/00002_00016.jpg,14
5964,5964,/content/drive/MyDrive/Bosch/New Dataset/00007/00042_00002.jpg,7
19198,19198,/content/drive/MyDrive/Bosch/New Dataset/00001/00001_00017.jpg,1
26792,26792,/content/drive/MyDrive/Bosch/New Dataset/00028/00001_00001.jpg,28
40538,40538,/content/drive/MyDrive/Bosch/New Dataset/00046/2020_0510_185408_014 1094_0.jpg,46
9104,9104,/content/drive/MyDrive/Bosch/New Dataset/00009/00006_00010.jpg,9
36367,36367,/content/drive/MyDrive/Bosch/New Dataset/00017/00032_00011.jpg,17
18275,18275,/content/drive/MyDrive/Bosch/New Dataset/00014/00022_00022.jpg,14
35128,35128,/content/drive/MyDrive/Bosch/New Dataset/00042/00002_00006.jpg,42
29644,29644,/content/drive/MyDrive/Bosch/New Dataset/00033/00019_00016.jpg,33
8087,8087,/content/drive/MyDrive/Bosch/New Dataset/00008/00027_00029.jpg,8
34685,34685,/content/drive/MyDrive/Bosch/New Dataset/00039/00000_00002.jpg,39
31742,31742,/content/drive/MyDrive/Bosch/New Dataset/00036/00007_00009.jpg,36
31615,31615,/content/drive/MyDrive/Bosch/New Dataset/00036/00001_00000.jpg,36
33497,33497,/content/drive/MyDrive/Bosch/New Dataset/00038/00067_00026.jpg,38
15064,15064,/content/drive/MyDrive/Bosch/New Dataset/00012/00065_00005.jpg,12
31680,31680,/content/drive/MyDrive/Bosch/New Dataset/00036/00002_00029.jpg,36
23210,23210,/content/drive/MyDrive/Bosch/New Dataset/00002/00017_00010.jpg,2
14668,14668,/content/drive/MyDrive/Bosch/New Dataset/00012/00051_00014.jpg,12
24810,24810,/content/drive/MyDrive/Bosch/New Dataset/00025/00035_00015.jpg,25
38385,38385,/content/drive/MyDrive/Bosch/New Dataset/00020/00008_00006.jpg,20
10294,10294,/content/drive/MyDrive/Bosch/New Dataset/00010/00002_00008.jpg,10
11923,11923,/content/drive/MyDrive/Bosch/New Dataset/00010/00061_00005.jpg,10
34311,34311,/content/drive/MyDrive/Bosch/New Dataset/00040/00002_00017.jpg,40
37567,37567,/content/drive/MyDrive/Bosch/New Dataset/00018/00008_00025.jpg,18
41011,41011,/content/drive/MyDrive/Bosch/New Dataset/00046/054_0122.png,46
19650,19650,/content/drive/MyDrive/Bosch/New Dataset/00001/00050_00012.jpg,1
11422,11422,/content/drive/MyDrive/Bosch/New Dataset/00010/00045_00007.jpg,10
33666,33666,/content/drive/MyDrive/Bosch/New Dataset/00038/00066_00005.jpg,38
19739,19739,/content/drive/MyDrive/Bosch/New Dataset/00001/00067_00004.jpg,1
28628,28628,/content/drive/MyDrive/Bosch/New Dataset/00031/00009_00028.jpg,31
21055,21055,/content/drive/MyDrive/Bosch/New Dataset/00015/00014_00027.jpg,15
41077,41077,/content/drive/MyDrive/Bosch/New Dataset/00046/054_1_0112.png,46
18286,18286,/content/drive/MyDrive/Bosch/New Dataset/00014/00018_00029.jpg,14
5471,5471,/content/drive/MyDrive/Bosch/New Dataset/00006/00009_00006.jpg,6
37816,37816,/content/drive/MyDrive/Bosch/New Dataset/00018/00006_00010.jpg,18
13156,13156,/content/drive/MyDrive/Bosch/New Dataset/00011/00027_00025.jpg,11
28889,28889,/content/drive/MyDrive/Bosch/New Dataset/00031/00021_00007.jpg,31
37930,37930,/content/drive/MyDrive/Bosch/New Dataset/00019/00000_00017.jpg,19
16285,16285,/content/drive/MyDrive/Bosch/New Dataset/00013/00000_00003.jpg,13
32828,32828,/content/drive/MyDrive/Bosch/New Dataset/00038/00040_00029.jpg,38
7589,7589,/content/drive/MyDrive/Bosch/New Dataset/00008/00032_00004.jpg,8
30473,30473,/content/drive/MyDrive/Bosch/New Dataset/00035/00024_00001.jpg,35
10445,10445,/content/drive/MyDrive/Bosch/New Dataset/00010/00012_00003.jpg,10
612,612,/content/drive/MyDrive/Bosch/New Dataset/00003/00001_00028.jpg,3
36176,36176,/content/drive/MyDrive/Bosch/New Dataset/00017/00029_00021.jpg,17
13542,13542,/content/drive/MyDrive/Bosch/New Dataset/00012/00013_00019.jpg,12
535,535,/content/drive/MyDrive/Bosch/New Dataset/00003/00042_00017.jpg,3
23939,23939,/content/drive/MyDrive/Bosch/New Dataset/00023/00001_00008.jpg,23
36467,36467,/content/drive/MyDrive/Bosch/New Dataset/00017/00034_00003.jpg,17
8370,8370,/content/drive/MyDrive/Bosch/New Dataset/00008/00018_00006.jpg,8
18632,18632,/content/drive/MyDrive/Bosch/New Dataset/00001/00023_00020.jpg,1
9263,9263,/content/drive/MyDrive/Bosch/New Dataset/00009/00015_00020.jpg,9
8832,8832,/content/drive/MyDrive/Bosch/New Dataset/00009/00047_00005.jpg,9
26433,26433,/content/drive/MyDrive/Bosch/New Dataset/00026/00007_00017.jpg,26
20104,20104,/content/drive/MyDrive/Bosch/New Dataset/00001/00072_00027.jpg,1
25974,25974,/content/drive/MyDrive/Bosch/New Dataset/00025/00027_00029.jpg,25
983,983,/content/drive/MyDrive/Bosch/New Dataset/00003/00009_00023.jpg,3
5036,5036,/content/drive/MyDrive/Bosch/New Dataset/00004/00062_00007.jpg,4
2340,2340,/content/drive/MyDrive/Bosch/New Dataset/00005/00037_00018.jpg,5
4185,4185,/content/drive/MyDrive/Bosch/New Dataset/00004/00034_00016.jpg,4
24378,24378,/content/drive/MyDrive/Bosch/New Dataset/00024/00008_00022.jpg,24
4422,4422,/content/drive/MyDrive/Bosch/New Dataset/00004/00042_00026.jpg,4
21220,21220,/content/drive/MyDrive/Bosch/New Dataset/00000/00000_00005.jpg,0
3337,3337,/content/drive/MyDrive/Bosch/New Dataset/00004/00004_00027.jpg,4
37745,37745,/content/drive/MyDrive/Bosch/New Dataset/00018/00006_00008.jpg,18
3073,3073,/content/drive/MyDrive/Bosch/New Dataset/00005/00044_00019.jpg,5
1768,1768,/content/drive/MyDrive/Bosch/New Dataset/00005/00003_00012.jpg,5
33688,33688,/content/drive/MyDrive/Bosch/New Dataset/00038/00067_00017.jpg,38
34380,34380,/content/drive/MyDrive/Bosch/New Dataset/00040/00003_00017.jpg,40
39741,39741,/content/drive/MyDrive/Bosch/New Dataset/00044/035_1_0008.png,44
40170,40170,/content/drive/MyDrive/Bosch/New Dataset/00046/2020_0410_165628_008 708_0.jpg,46
12718,12718,/content/drive/MyDrive/Bosch/New Dataset/00011/00001_00000.jpg,11
20396,20396,/content/drive/MyDrive/Bosch/New Dataset/00001/00039_00012.jpg,1
19432,19432,/content/drive/MyDrive/Bosch/New Dataset/00001/00069_00008.jpg,1
5761,5761,/content/drive/MyDrive/Bosch/New Dataset/00007/00032_00022.jpg,7
14416,14416,/content/drive/MyDrive/Bosch/New Dataset/00012/00038_00003.jpg,12
9663,9663,/content/drive/MyDrive/Bosch/New Dataset/00009/00030_00003.jpg,9
31735,31735,/content/drive/MyDrive/Bosch/New Dataset/00036/00002_00024.jpg,36
12634,12634,/content/drive/MyDrive/Bosch/New Dataset/00011/00039_00023.jpg,11
15584,15584,/content/drive/MyDrive/Bosch/New Dataset/00013/00004_00023.jpg,13
33280,33280,/content/drive/MyDrive/Bosch/New Dataset/00038/00050_00023.jpg,38
9733,9733,/content/drive/MyDrive/Bosch/New Dataset/00009/00015_00028.jpg,9
23397,23397,/content/drive/MyDrive/Bosch/New Dataset/00002/00022_00021.jpg,2
11324,11324,/content/drive/MyDrive/Bosch/New Dataset/00010/00052_00025.jpg,10
24462,24462,/content/drive/MyDrive/Bosch/New Dataset/00027/00003_00003.jpg,27
39950,39950,/content/drive/MyDrive/Bosch/New Dataset/00045/2020_0620_170442_014 26_0.jpg,45
9579,9579,/content/drive/MyDrive/Bosch/New Dataset/00009/00020_00017.jpg,9
31804,31804,/content/drive/MyDrive/Bosch/New Dataset/00036/00006_00010.jpg,36
11796,11796,/content/drive/MyDrive/Bosch/New Dataset/00010/00066_00023.jpg,10
23639,23639,/content/drive/MyDrive/Bosch/New Dataset/00002/00045_00014.jpg,2
28179,28179,/content/drive/MyDrive/Bosch/New Dataset/00030/00012_00016.jpg,30
14835,14835,/content/drive/MyDrive/Bosch/New Dataset/00012/00057_00015.jpg,12
25118,25118,/content/drive/MyDrive/Bosch/New Dataset/00025/00044_00003.jpg,25
6448,6448,/content/drive/MyDrive/Bosch/New Dataset/00007/00001_00025.jpg,7
30036,30036,/content/drive/MyDrive/Bosch/New Dataset/00034/00003_00007.jpg,34
21112,21112,/content/drive/MyDrive/Bosch/New Dataset/00015/00015_00017.jpg,15
11065,11065,/content/drive/MyDrive/Bosch/New Dataset/00010/00034_00020.jpg,10
41319,41319,/content/drive/MyDrive/Bosch/New Dataset/00047/2019_0905_182313_001 1694_0.jpg,47
32607,32607,/content/drive/MyDrive/Bosch/New Dataset/00038/00042_00021.jpg,38
13782,13782,/content/drive/MyDrive/Bosch/New Dataset/00012/00022_00016.jpg,12
12036,12036,/content/drive/MyDrive/Bosch/New Dataset/00011/00027_00014.jpg,11
17233,17233,/content/drive/MyDrive/Bosch/New Dataset/00013/00059_00020.jpg,13
38826,38826,/content/drive/MyDrive/Bosch/New Dataset/00022/00000_00013.jpg,22
13710,13710,/content/drive/MyDrive/Bosch/New Dataset/00012/00019_00023.jpg,12
8636,8636,/content/drive/MyDrive/Bosch/New Dataset/00009/00034_00016.jpg,9
19731,19731,/content/drive/MyDrive/Bosch/New Dataset/00001/00070_00008.jpg,1
24317,24317,/content/drive/MyDrive/Bosch/New Dataset/00024/00002_00008.jpg,24
34002,34002,/content/drive/MyDrive/Bosch/New Dataset/00038/00026_00020.jpg,38
27033,27033,/content/drive/MyDrive/Bosch/New Dataset/00028/00004_00002.jpg,28
16289,16289,/content/drive/MyDrive/Bosch/New Dataset/00013/00000_00005.jpg,13
29614,29614,/content/drive/MyDrive/Bosch/New Dataset/00033/00016_00000.jpg,33
4113,4113,/content/drive/MyDrive/Bosch/New Dataset/00004/00041_00009.jpg,4
18542,18542,/content/drive/MyDrive/Bosch/New Dataset/00001/00031_00009.jpg,1
1022,1022,/content/drive/MyDrive/Bosch/New Dataset/00003/00010_00028.jpg,3
28337,28337,/content/drive/MyDrive/Bosch/New Dataset/00031/00001_00002.jpg,31
34401,34401,/content/drive/MyDrive/Bosch/New Dataset/00040/00000_00024.jpg,40
4231,4231,/content/drive/MyDrive/Bosch/New Dataset/00004/00042_00018.jpg,4
27446,27446,/content/drive/MyDrive/Bosch/New Dataset/00029/00005_00012.jpg,29
9547,9547,/content/drive/MyDrive/Bosch/New Dataset/00009/00019_00001.jpg,9
20019,20019,/content/drive/MyDrive/Bosch/New Dataset/00001/00067_00013.jpg,1
26505,26505,/content/drive/MyDrive/Bosch/New Dataset/00026/00009_00006.jpg,26
20573,20573,/content/drive/MyDrive/Bosch/New Dataset/00001/00038_00022.jpg,1
33617,33617,/content/drive/MyDrive/Bosch/New Dataset/00038/00055_00009.jpg,38
3685,3685,/content/drive/MyDrive/Bosch/New Dataset/00004/00011_00021.jpg,4
16445,16445,/content/drive/MyDrive/Bosch/New Dataset/00013/00029_00021.jpg,13
1769,1769,/content/drive/MyDrive/Bosch/New Dataset/00005/00008_00008.jpg,5
24391,24391,/content/drive/MyDrive/Bosch/New Dataset/00024/00007_00003.jpg,24
20670,20670,/content/drive/MyDrive/Bosch/New Dataset/00015/00001_00015.jpg,15
15858,15858,/content/drive/MyDrive/Bosch/New Dataset/00013/00024_00026.jpg,13
7126,7126,/content/drive/MyDrive/Bosch/New Dataset/00008/00016_00016.jpg,8
21569,21569,/content/drive/MyDrive/Bosch/New Dataset/00002/00022_00007.jpg,2
12569,12569,/content/drive/MyDrive/Bosch/New Dataset/00011/00043_00010.jpg,11
34758,34758,/content/drive/MyDrive/Bosch/New Dataset/00039/00006_00029.jpg,39
26358,26358,/content/drive/MyDrive/Bosch/New Dataset/00026/00008_00027.jpg,26
34509,34509,/content/drive/MyDrive/Bosch/New Dataset/00040/00006_00009.jpg,40
33587,33587,/content/drive/MyDrive/Bosch/New Dataset/00038/00067_00018.jpg,38
18138,18138,/content/drive/MyDrive/Bosch/New Dataset/00014/00019_00003.jpg,14
10812,10812,/content/drive/MyDrive/Bosch/New Dataset/00010/00026_00023.jpg,10
37002,37002,/content/drive/MyDrive/Bosch/New Dataset/00018/00026_00000.jpg,18
